"027328da-b3ba-4e43-9747-3cadcf177251","1","774741"
"027328da-b3ba-4e43-9747-3cadcf177251","2","6323"
"027328da-b3ba-4e43-9747-3cadcf177251","3","683"
"027328da-b3ba-4e43-9747-3cadcf177251","4","91"
"027328da-b3ba-4e43-9747-3cadcf177251","5","18"
"027328da-b3ba-4e43-9747-3cadcf177251","6","4"
"027328da-b3ba-4e43-9747-3cadcf177251","7","1"
"027328da-b3ba-4e43-9747-3cadcf177251","8","1"
"027328da-b3ba-4e43-9747-3cadcf177251","9","1"
"03e8de6d-11a0-4d32-8af3-831a6a716770","1","186233"
"03e8de6d-11a0-4d32-8af3-831a6a716770","2","20316"
"03e8de6d-11a0-4d32-8af3-831a6a716770","3","5032"
"03e8de6d-11a0-4d32-8af3-831a6a716770","4","1792"
"03e8de6d-11a0-4d32-8af3-831a6a716770","5","877"
"03e8de6d-11a0-4d32-8af3-831a6a716770","6","472"
"03e8de6d-11a0-4d32-8af3-831a6a716770","7","290"
"03e8de6d-11a0-4d32-8af3-831a6a716770","8","188"
"03e8de6d-11a0-4d32-8af3-831a6a716770","9","154"
"03e8de6d-11a0-4d32-8af3-831a6a716770","10","110"
"03e8de6d-11a0-4d32-8af3-831a6a716770","11","91"
"03e8de6d-11a0-4d32-8af3-831a6a716770","12","83"
"03e8de6d-11a0-4d32-8af3-831a6a716770","13","81"
"03e8de6d-11a0-4d32-8af3-831a6a716770","14","64"
"03e8de6d-11a0-4d32-8af3-831a6a716770","15","49"
"03e8de6d-11a0-4d32-8af3-831a6a716770","16","66"
"03e8de6d-11a0-4d32-8af3-831a6a716770","17","51"
"03e8de6d-11a0-4d32-8af3-831a6a716770","18","70"
"03e8de6d-11a0-4d32-8af3-831a6a716770","19","62"
"03e8de6d-11a0-4d32-8af3-831a6a716770","20","80"
"03e8de6d-11a0-4d32-8af3-831a6a716770","21","53"
"03e8de6d-11a0-4d32-8af3-831a6a716770","22","71"
"03e8de6d-11a0-4d32-8af3-831a6a716770","23","73"
"03e8de6d-11a0-4d32-8af3-831a6a716770","24","85"
"03e8de6d-11a0-4d32-8af3-831a6a716770","25","88"
"03e8de6d-11a0-4d32-8af3-831a6a716770","26","106"
"03e8de6d-11a0-4d32-8af3-831a6a716770","27","80"
"03e8de6d-11a0-4d32-8af3-831a6a716770","28","78"
"03e8de6d-11a0-4d32-8af3-831a6a716770","29","84"
"03e8de6d-11a0-4d32-8af3-831a6a716770","30","86"
"03e8de6d-11a0-4d32-8af3-831a6a716770","31","77"
"03e8de6d-11a0-4d32-8af3-831a6a716770","32","89"
"03e8de6d-11a0-4d32-8af3-831a6a716770","33","92"
"03e8de6d-11a0-4d32-8af3-831a6a716770","34","56"
"03e8de6d-11a0-4d32-8af3-831a6a716770","35","50"
"03e8de6d-11a0-4d32-8af3-831a6a716770","36","51"
"03e8de6d-11a0-4d32-8af3-831a6a716770","37","36"
"03e8de6d-11a0-4d32-8af3-831a6a716770","38","29"
"03e8de6d-11a0-4d32-8af3-831a6a716770","39","21"
"03e8de6d-11a0-4d32-8af3-831a6a716770","40","19"
"03e8de6d-11a0-4d32-8af3-831a6a716770","41","14"
"03e8de6d-11a0-4d32-8af3-831a6a716770","42","2"
"03e8de6d-11a0-4d32-8af3-831a6a716770","43","5"
"03e8de6d-11a0-4d32-8af3-831a6a716770","44","1"
"03e8de6d-11a0-4d32-8af3-831a6a716770","45","1"
"0c523635-6e4e-4cfd-8eae-b58303036516","1","606632"
"0c523635-6e4e-4cfd-8eae-b58303036516","2","6845"
"0c523635-6e4e-4cfd-8eae-b58303036516","3","183"
"0c523635-6e4e-4cfd-8eae-b58303036516","4","2"
"0ca12e02-f133-4a00-80b6-26914f8916b8","1","763827"
"0ca12e02-f133-4a00-80b6-26914f8916b8","2","2723"
"0ca12e02-f133-4a00-80b6-26914f8916b8","3","20"
"0d288002-fdd5-406c-8314-1bf02cfacfd5","1","1103794"
"0d288002-fdd5-406c-8314-1bf02cfacfd5","2","152"
"0e14002d-14fc-4250-9b64-d723add88c95","1","972712"
"0e14002d-14fc-4250-9b64-d723add88c95","2","704"
"10800046-5620-40a3-8d2c-461670053c36","1","145508"
"10800046-5620-40a3-8d2c-461670053c36","2","18405"
"10800046-5620-40a3-8d2c-461670053c36","3","4922"
