"00083230-ffad-4775-8e90-572347c37713","1","4.81998","218.756","29.8143",NULL,"0","0","0"
"00561543-938f-449f-a0b2-2a3c08eeac65","1.00023","6.98842","173.846","16.0771",NULL,"0","0","0"
"00afc140-a884-42af-8c14-2e3823a0da13","1","8.28916","296.555","53.0472",NULL,"0","0","0"
"00fdbea8-22e7-444f-b1c9-517247938669","0.999691","4.38694","426.75","9.52956","368.5","0","0","0"
"010d9960-ba9b-47d6-9c6f-c92a4ae61eed","0.997465","3.74792","152.774","10.3343","105","0","0","0"
"011b6162-d69f-45a7-a1a5-f2923e089e8e","1","7.57777","273.22","29.144",NULL,"0","0","0"
"0137ba5e-fab3-4906-b452-ccdff1f52981","1","5.78996","268.793","21.5162",NULL,"0","0","0"
"01398817-4d0b-4499-9af3-bfa3c87e5f73","1.00201","4.88361","366.632","38.7113",NULL,"0","0","0"
"013be936-faa2-47dd-8962-cd02380a3277","0.999198","4.12772","288.351","9.6176","234.5","0","0","0"
"015a1c49-052c-4a4d-9ed0-bc4dc58b022d","1","8.61897","448.032","38.3746",NULL,"0","0","0"
"01af1629-8af7-4468-b8f7-00f6bb6153d2","1","7.74765","358.516","42.6412",NULL,"0","0","0"
"01db4716-fab4-448d-89a6-7001aaac81b2","1","8.2999","338.075","49.9998",NULL,"0","0","0"
"01dc7387-c0e7-41b1-86e5-d9c660295336","1","9.19367","372.663","105.278",NULL,"0","0","0"
"027b30f8-7a9b-4fca-8c18-965e6cb6adf6","1.00174","5.13252","172.022","26.7737",NULL,"0","0","0"
"0285e5db-e1ad-4ceb-9783-cde9aa201f27","0.999979","5.18062","228","0",NULL,"0","0","0"
"0294d7e9-ba17-42e0-9513-dc4d6c73d43c","0.999252","4.20501","190.562","11.014","135","0","0","0"
"0320a6d2-d890-4576-9c23-8147f37deb1e","1.0006","5.86233","451.087","48.4999",NULL,"0","0","0"
"033e7875-3c1b-4dde-ae29-a3bc9a930483","0.999716","4.43956","135.75","8.69027","94.5","0","0","0"
"0349c93f-6ed2-422d-9abb-a1808dc3c4ea","0.999804","4.57456","183.778","7.03606","146","0","0","0"
"036be8fd-8177-4020-bfca-eaa5bc5dc019","1","9.04615","316.898","32.2681",NULL,"0","0","0"
"03814953-525b-4bd1-834c-6712b1c9b2e7","1.00011","7.36689","359.015","39.32",NULL,"0","0","0"
"03a8c5de-821d-4d05-85b7-d78633cf063e","1.00179","4.67861","261.049","38.7957",NULL,"0","0","0"
"046e0db1-f2c6-490e-b3dd-70880edc246d","1.00025","7.53132","398.144","54.0796",NULL,"0","0","0"
"04b4c481-7e53-441e-81fc-763260724bf3","1","8.50023","229.383","11.3731",NULL,"0","0","0"
"0530cd2f-d3ec-4281-9a64-45fe4a009418","1","8.44001","372.08","33.7487",NULL,"0","0","0"
"05976892-f99c-4872-9066-cc2503fd1244","1","7.93258","198.694","4.77765",NULL,"0","0","0"
"05cad717-9aad-4b10-a5e8-421df45818dd","1.00008","7.13493","314.179","34.3561",NULL,"0","0","0"
"06171806-be59-479c-a1af-fd204a751038","1","7.78495","308.653","30.1916",NULL,"0","0","0"
"0630c64a-7000-48f0-871b-c0ef949cf922","1","9.12456","224.579","51.8912",NULL,"0","0","0"
"068ba2a8-5a7b-4c26-8946-9361653cef9b","1","6.17291","178.154","29.0231",NULL,"0","0","0"
"0698e0f4-bb6a-4424-a90b-55f78e581b5a","1.00046","6.82495","355.513","60.027",NULL,"0","0","0"
"06bcbf31-1396-4ca9-9b2a-3c4a6d6a70e2","1.0009","5.64459","270.565","29.6019",NULL,"0","0","0"
"06cce720-2226-4c82-9ef2-31550df9ca88","1","8.33928","469.665","73.3467",NULL,"0","0","0"
"06f5f548-0ac7-4288-8e53-9679ed9872d3","1.00041","6.7452","442.568","61.5918",NULL,"0","0","0"
"079fdd5d-d954-4f1f-80ff-8c64bbc1a38e","0.999839","4.34677","331.625","9.43315","278","0","0","0"
"07b953bb-bdaf-411b-8b42-6ea8ad9ecfeb","1.00257","4.48133","177.774","17.1334",NULL,"0","0","0"
